"","Taxon","SLA","SLA.units","SLAfromLMA","source"
"823","Pittosporum undulatum",11.593,"m2/kg",NA,"AUSTRAITS_dataset_28"
"858","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_68"
"859","Pittosporum undulatum",11.75,"m2/kg",NA,"AUSTRAITS_dataset_28"
"883","Pittosporum undulatum",10.09,"m2/kg",NA,"AUSTRAITS_dataset_8"
"884","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_68"
"892","Pittosporum undulatum",NA,"",NA,"Gallagher_field_workPHD"
"935","Pittosporum undulatum",NA,"",NA,"Gallagher_field_workPHD"
"964","Pittosporum undulatum",16.472,"m2/kg",NA,"AUSTRAITS_dataset_8"
"965","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_68"
"1214","Pittosporum undulatum",13.7362637362637,"",13.7362637362637,"Gallagher_field_workPHD"
"1215","Pittosporum undulatum",11.0778774786751,"",11.0778774786751,"Gallagher_field_workPHD"
"1216","Pittosporum undulatum",9.9147332936744,"",9.9147332936744,"Gallagher_field_workPHD"
"1218","Pittosporum undulatum",9.65810314854163,"",9.65810314854163,"Gallagher_field_workPHD"
"1367","Pittosporum undulatum",9.1925,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1371","Pittosporum undulatum",10.4454,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1381","Pittosporum undulatum",20.0724,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1504","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_52"
"1505","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_52"
"2051","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_24"
"2052","Pittosporum undulatum",NA,"",NA,"NSW flora online "
"2053","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_17"
"2054","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_26"
"2055","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_34"
"2056","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_4"
"2057","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_53"
"2058","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_57"
"2059","Pittosporum undulatum",NA,"",NA,"Gallagher_field_workPHD"
"794","Planchonella australis",NA,"",NA,"AUSTRAITS_dataset_49"
"2060","Planchonella australis",NA,"",NA,"AUSTRAITS_dataset_17"
"2061","Planchonella australis",NA,"",NA,"AUSTRAITS_dataset_53"
"284","Pleurostylia opposita",NA,"",NA,"AUSTRAITS_dataset_49"
"430","Polyscias elegans",NA,"",NA,"Gallagher_field_workPHD"
"741","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_68"
"742","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_68"
"749","Polyscias elegans",NA,"",NA,"Gallagher_field_workPHD"
"777","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_49"
"863","Polyscias elegans",NA,"",NA,"Gallagher_field_workPHD"
"872","Polyscias elegans",NA,"",NA,"Gallagher_field_workPHD"
"921","Polyscias elegans",13.7362637362637,"",13.7362637362637,"AUSTRAITS_dataset_61"
"1157","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_43"
"1219","Polyscias elegans",16.3132137030995,"",16.3132137030995,"Gallagher_field_workPHD"
"1220","Polyscias elegans",15.1171579743008,"",15.1171579743008,"Gallagher_field_workPHD"
"1221","Polyscias elegans",14.4175317185698,"",14.4175317185698,"Gallagher_field_workPHD"
"1222","Polyscias elegans",9.09338910611985,"",9.09338910611985,"Gallagher_field_workPHD"
"1506","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_52"
"1507","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_52"
"2062","Polyscias elegans",NA,"",NA,"NSW flora online "
"2063","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_17"
"2064","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_34"
"2065","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_34"
"2066","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_34"
"2067","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_34"
"2068","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_4"
"2069","Polyscias elegans",NA,"",NA,"AUSTRAITS_dataset_53"
"2070","Polyscias elegans",NA,"",NA,"Gallagher_field_workPHD"
"83","Pothos longipes",NA,"",NA,"AUSTRAITS_dataset_68"
"84","Pothos longipes",NA,"",NA,"Gallagher_field_workPHD"
"268","Pothos longipes",12,"m2/kg",NA,"AUSTRAITS_dataset_23"
"1373","Pothos longipes",12.0048,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1508","Pothos longipes",NA,"",NA,"AUSTRAITS_dataset_52"
"2071","Pothos longipes",NA,"",NA,"NSW flora online "
"2072","Pothos longipes",NA,"",NA,"AUSTRAITS_dataset_53"
"2073","Pothos longipes",NA,"",NA,"Gallagher_field_workPHD"
"520","Pouteria queenslandica",NA,"",NA,"AUSTRAITS_dataset_49"
"1005","Pouteria queenslandica",NA,"",NA,"AUSTRAITS_dataset_68"
"387","Pseudoweinmannia lachnocarpa",NA,"",NA,"AUSTRAITS_dataset_49"
"459","Pseudoweinmannia lachnocarpa",NA,"",NA,"AUSTRAITS_dataset_68"
"1509","Pseudoweinmannia lachnocarpa",NA,"",NA,"AUSTRAITS_dataset_52"
"2074","Pseudoweinmannia lachnocarpa",NA,"",NA,"NSW flora online "
"2075","Pseudoweinmannia lachnocarpa",NA,"",NA,"AUSTRAITS_dataset_34"
"2076","Pseudoweinmannia lachnocarpa",NA,"",NA,"AUSTRAITS_dataset_34"
"2077","Pseudoweinmannia lachnocarpa",NA,"",NA,"AUSTRAITS_dataset_34"
"31","Psychotria daphnoides",NA,"",NA,"AUSTRAITS_dataset_49"
"2078","Psychotria daphnoides",NA,"",NA,"NSW flora online "
"2079","Psychotria daphnoides",NA,"",NA,"AUSTRAITS_dataset_53"
"224","Psychotria loniceroides",11.2523911331158,"",11.2523911331158,"AUSTRAITS_dataset_39"
"259","Psychotria loniceroides",10.156,"m2/kg",NA,"AUSTRAITS_dataset_52"
"344","Psychotria loniceroides",NA,"",NA,"Gallagher_field_workPHD"
"413","Psychotria loniceroides",10.156,"m2/kg",NA,"AUSTRAITS_dataset_8"
"414","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_68"
"421","Psychotria loniceroides",NA,"",NA,"Gallagher_field_workPHD"
"477","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_49"
"500","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_68"
"501","Psychotria loniceroides",14.261,"m2/kg",NA,"AUSTRAITS_dataset_8"
"558","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_68"
"559","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_68"
"583","Psychotria loniceroides",13.36,"m2/kg",NA,"AUSTRAITS_dataset_10"
"584","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_68"
"685","Psychotria loniceroides",14.261,"m2/kg",NA,"AUSTRAITS_dataset_52"
"752","Psychotria loniceroides",15.608,"m2/kg",NA,"AUSTRAITS_dataset_52"
"975","Psychotria loniceroides",15.608,"m2/kg",NA,"AUSTRAITS_dataset_8"
"976","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_68"
"1223","Psychotria loniceroides",21.7627856365615,"",21.7627856365615,"Gallagher_field_workPHD"
"1224","Psychotria loniceroides",16.2892979312592,"",16.2892979312592,"Gallagher_field_workPHD"
"1510","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_52"
"2080","Psychotria loniceroides",NA,"",NA,"NSW flora online "
"2081","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_17"
"2082","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_26"
"2083","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_4"
"2084","Psychotria loniceroides",NA,"",NA,"AUSTRAITS_dataset_53"
"2085","Psychotria loniceroides",NA,"",NA,"Gallagher_field_workPHD"
"487","psychotria spp. 'shute harbour'",NA,"",NA,"AUSTRAITS_dataset_49"
"377","Psydrax odorata",NA,"",NA,"AUSTRAITS_dataset_49"
"2086","Psydrax odorata",NA,"",NA,"AUSTRAITS_dataset_34"
"50","Pteridium esculentum",6.091,"m2/kg",NA,"AUSTRAITS_dataset_52"
"70","Pteridium esculentum",NA,"",NA,"AUSTRAITS_dataset_68"
"71","Pteridium esculentum",8.27,"m2/kg",NA,"AUSTRAITS_dataset_8"
"132","Pteridium esculentum",10.795,"m2/kg",NA,"AUSTRAITS_dataset_8"
"133","Pteridium esculentum",NA,"",NA,"AUSTRAITS_dataset_68"
"613","Pteridium esculentum",9.45,"cm2/g",NA,"AUSTRAITS_dataset_3"
"1366","Pteridium esculentum",8.968,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1379","Pteridium esculentum",17.9865,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1511","Pteridium esculentum",NA,"",NA,"AUSTRAITS_dataset_52"
"1512","Pteridium esculentum",NA,"",NA,"AUSTRAITS_dataset_52"
"1513","Pteridium esculentum",NA,"",NA,"AUSTRAITS_dataset_52"
"2087","Pteridium esculentum",NA,"",NA,"AUSTRAITS_dataset_26"
"2088","Pteridium esculentum",NA,"",NA,"AUSTRAITS_dataset_57"
"2259","Pteridium esculentum",9.636298999,"m2/kg",NA,"Lawson_field_work"
"2298","Pteridium esculentum",NA,"",NA,"Moles 2004 Seed database"
"652","Rhodamnia argentea",NA,"",NA,"AUSTRAITS_dataset_68"
"653","Rhodamnia argentea",NA,"",NA,"AUSTRAITS_dataset_68"
"689","Rhodamnia argentea",NA,"",NA,"AUSTRAITS_dataset_49"
"2089","Rhodamnia argentea",NA,"",NA,"NSW flora online "
"2090","Rhodamnia argentea",NA,"",NA,"AUSTRAITS_dataset_34"
"2091","Rhodamnia argentea",NA,"",NA,"AUSTRAITS_dataset_34"
"2092","Rhodamnia argentea",NA,"",NA,"AUSTRAITS_dataset_53"
"407","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_68"
"424","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_68"
"433","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_49"
"1382","Rhodamnia rubescens",10.993,"cm2/g",NA,"AUSTRAITS_dataset_46"
"1514","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_52"
"2093","Rhodamnia rubescens",NA,"",NA,"NSW flora online "
"2094","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_24"
"2095","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_34"
"2096","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_34"
"2097","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_34"
"2098","Rhodamnia rubescens",NA,"",NA,"AUSTRAITS_dataset_53"
"463","Rhodomyrtus psidioides",NA,"",NA,"Gallagher_field_workPHD"
"867","Rhodomyrtus psidioides",NA,"",NA,"AUSTRAITS_dataset_68"
"895","Rhodomyrtus psidioides",NA,"",NA,"AUSTRAITS_dataset_49"
"988","Rhodomyrtus psidioides",NA,"",NA,"Gallagher_field_workPHD"
"1225","Rhodomyrtus psidioides",16.8976005407232,"",16.8976005407232,"Gallagher_field_workPHD"
"1226","Rhodomyrtus psidioides",9.35016362786349,"",9.35016362786349,"Gallagher_field_workPHD"
"2099","Rhodomyrtus psidioides",NA,"",NA,"NSW flora online "
"2100","Rhodomyrtus psidioides",NA,"",NA,"AUSTRAITS_dataset_53"
"2101","Rhodomyrtus psidioides",NA,"",NA,"Gallagher_field_workPHD"
"184","Rhodosphaera rhodanthema",NA,"",NA,"AUSTRAITS_dataset_49"
"2102","Rhodosphaera rhodanthema",NA,"",NA,"NSW flora online "
"2103","Rhodosphaera rhodanthema",NA,"",NA,"AUSTRAITS_dataset_34"
"2104","Rhodosphaera rhodanthema",NA,"",NA,"AUSTRAITS_dataset_34"
"2105","Rhodosphaera rhodanthema",NA,"",NA,"AUSTRAITS_dataset_34"
"2106","Rhodosphaera rhodanthema",NA,"",NA,"AUSTRAITS_dataset_53"
"2107","Ricinus communis",NA,"",NA,"AUSTRAITS_dataset_53"
"954","Rubus moluccanus",NA,"",NA,"AUSTRAITS_dataset_68"
"955","Rubus moluccanus",NA,"",NA,"Gallagher_field_workPHD"
"1094","Rubus moluccanus",NA,"",NA,"AUSTRAITS_dataset_49"
"1158","Rubus moluccanus",NA,"",NA,"AUSTRAITS_dataset_6"
"1515","Rubus moluccanus",NA,"",NA,"AUSTRAITS_dataset_52"
"2108","Rubus moluccanus",NA,"",NA,"AUSTRAITS_dataset_53"
"2109","Rubus moluccanus",NA,"",NA,"AUSTRAITS_dataset_6"
"2110","Rubus moluccanus",NA,"",NA,"Gallagher_field_workPHD"
"2260","Rubus moluccanus",NA,"",NA,"Lawson_field_work"
"2299","Rubus moluccanus",NA,"",NA,"Floyd 1989"
"48","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_68"
"49","Rubus rosifolius",NA,"",NA,"Gallagher_field_workPHD"
"66","Rubus rosifolius",16.433,"m2/kg",NA,"AUSTRAITS_dataset_8"
"68","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_68"
"86","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_49"
"513","Rubus rosifolius",31.486,"m2/kg",NA,"AUSTRAITS_dataset_8"
"515","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_68"
"796","Rubus rosifolius",16.433,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1392","Rubus rosifolius",23.959,"m2/kg",NA,"Gallagher_field_workPHD"
"1416","Rubus rosifolius",31.486,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1516","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_52"
"1517","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_52"
"2111","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_24"
"2112","Rubus rosifolius",NA,"",NA,"NSW flora online "
"2113","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_17"
"2114","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_4"
"2115","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_53"
"2116","Rubus rosifolius",NA,"",NA,"AUSTRAITS_dataset_6"
"2117","Rubus rosifolius",NA,"",NA,"Gallagher_field_workPHD"
"248","Sarcopteryx stipata",NA,"",NA,"Gallagher_field_workPHD"
"337","Sarcopteryx stipata",NA,"",NA,"AUSTRAITS_dataset_68"
"338","Sarcopteryx stipata",NA,"",NA,"AUSTRAITS_dataset_68"
"339","Sarcopteryx stipata",NA,"",NA,"AUSTRAITS_dataset_68"
"351","Sarcopteryx stipata",NA,"",NA,"AUSTRAITS_dataset_49"
"1227","Sarcopteryx stipata",9.16926462497708,"",9.16926462497708,"Gallagher_field_workPHD"
"1518","Sarcopteryx stipata",NA,"",NA,"AUSTRAITS_dataset_52"
"2118","Sarcopteryx stipata",NA,"",NA,"Gallagher_field_workPHD"
"2119","Sarcopteryx stipata",NA,"",NA,"AUSTRAITS_dataset_34"
"1144","Schefflera actinophylla",NA,"",NA,"AUSTRAITS_dataset_56"
"1148","Schefflera actinophylla",NA,"",NA,"AUSTRAITS_dataset_49"
"1519","Schefflera actinophylla",NA,"",NA,"AUSTRAITS_dataset_52"
"1520","Schefflera actinophylla",NA,"",NA,"AUSTRAITS_dataset_52"
"2120","Schefflera actinophylla",NA,"",NA,"NSW flora online "
"2121","Schefflera actinophylla",NA,"",NA,"AUSTRAITS_dataset_34"
"2122","Schefflera actinophylla",NA,"",NA,"AUSTRAITS_dataset_34"
"2123","Schefflera actinophylla",NA,"",NA,"AUSTRAITS_dataset_53"
"2124","Schefflera actinophylla",NA,"",NA,"AUSTRAITS_dataset_17"
"2125","Senna septemtrionalis",NA,"",NA,"AUSTRAITS_dataset_53"
"521","Senna sulfurea",NA,"",NA,"AUSTRAITS_dataset_49"
"2126","Senna sulfurea",NA,"",NA,"AUSTRAITS_dataset_53"
"244","Sloanea australis",9.686,"m2/kg",NA,"AUSTRAITS_dataset_52"
"845","Sloanea australis",NA,"",NA,"AUSTRAITS_dataset_68"
"846","Sloanea australis",17.99,"m2/kg",NA,"AUSTRAITS_dataset_8"
"925","Sloanea australis",17.99,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1116","Sloanea australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1117","Sloanea australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1118","Sloanea australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1124","Sloanea australis",NA,"",NA,"AUSTRAITS_dataset_49"
"2127","Sloanea australis",NA,"",NA,"NSW flora online "
"2128","Sloanea australis",NA,"",NA,"AUSTRAITS_dataset_34"
"2129","Sloanea australis",NA,"",NA,"AUSTRAITS_dataset_34"
"2130","Sloanea australis",NA,"",NA,"AUSTRAITS_dataset_34"
"896","Sloanea woollsii",NA,"",NA,"AUSTRAITS_dataset_68"
"897","Sloanea woollsii",NA,"",NA,"AUSTRAITS_dataset_68"
"898","Sloanea woollsii",NA,"",NA,"AUSTRAITS_dataset_68"
"929","Sloanea woollsii",NA,"",NA,"AUSTRAITS_dataset_49"
"2131","Sloanea woollsii",NA,"",NA,"NSW flora online "
"2132","Sloanea woollsii",NA,"",NA,"AUSTRAITS_dataset_34"
"2133","Sloanea woollsii",NA,"",NA,"AUSTRAITS_dataset_34"
"177","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"200","Smilax australis",9.55,"m2/kg",NA,"AUSTRAITS_dataset_10"
"450","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"529","Smilax australis",13.134,"m2/kg",NA,"AUSTRAITS_dataset_8"
"530","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"949","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"950","Smilax australis",12.725,"m2/kg",NA,"AUSTRAITS_dataset_8"
"971","Smilax australis",7.973,"m2/kg",NA,"AUSTRAITS_dataset_8"
"972","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1000","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1001","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1027","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_49"
"1035","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1036","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1037","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1038","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1039","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1040","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"1100","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1101","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"1105","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1106","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"1109","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"1110","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1111","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"1127","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1128","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"1135","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_68"
"1136","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"1229","Smilax australis",14.2045454545455,"",14.2045454545455,"Gallagher_field_workPHD"
"1230","Smilax australis",12.9954515919428,"",12.9954515919428,"Gallagher_field_workPHD"
"1231","Smilax australis",12.6806999746386,"",12.6806999746386,"Gallagher_field_workPHD"
"1232","Smilax australis",12.3548307388189,"",12.3548307388189,"Gallagher_field_workPHD"
"1233","Smilax australis",10.2891243955139,"",10.2891243955139,"Gallagher_field_workPHD"
"1234","Smilax australis",9.16758342500917,"",9.16758342500917,"Gallagher_field_workPHD"
"1235","Smilax australis",8.16326530612245,"",8.16326530612245,"Gallagher_field_workPHD"
"1386","Smilax australis",11.277,"m2/kg",NA,"Gallagher_field_workPHD"
"1521","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_52"
"1522","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_52"
"1523","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_52"
"2134","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_24"
"2135","Smilax australis",NA,"",NA,"AUSTRAITS_dataset_6"
"2136","Smilax australis",NA,"",NA,"Gallagher_field_workPHD"
"2261","Smilax australis",11.30089052,"m2/kg",NA,"Lawson_field_work"
"2300","Smilax australis",NA,"",NA,"Moles 2004 Seed database"
"2137","Solanum chrysotrichum",NA,"",NA,"AUSTRAITS_dataset_53"
"1524","Solanum mauritianum",NA,"",NA,"AUSTRAITS_dataset_52"
"2138","Solanum mauritianum",NA,"",NA,"NSW flora online "
"2139","Solanum mauritianum",NA,"",NA,"AUSTRAITS_dataset_53"
"2262","Solanum mauritianum",20.12699687,"m2/kg",NA,"Lawson_field_work"
"1525","Solanum seaforthianum",NA,"",NA,"AUSTRAITS_dataset_52"
"2140","Solanum seaforthianum",NA,"",NA,"NSW flora online "
"2141","Solanum seaforthianum",NA,"",NA,"AUSTRAITS_dataset_53"
"2142","Solanum torvum",NA,"",NA,"AUSTRAITS_dataset_53"
"596","Stephania japonica",25.97,"m2/kg",NA,"AUSTRAITS_dataset_8"
"597","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_68"
"760","Stephania japonica",NA,"",NA,"Gallagher_field_workPHD"
"824","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_68"
"825","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_68"
"889","Stephania japonica",NA,"",NA,"Gallagher_field_workPHD"
"900","Stephania japonica",NA,"",NA,"Gallagher_field_workPHD"
"953","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_68"
"982","Stephania japonica",NA,"",NA,"Gallagher_field_workPHD"
"1018","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_68"
"1019","Stephania japonica",NA,"",NA,"Gallagher_field_workPHD"
"1104","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_49"
"1115","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_68"
"1236","Stephania japonica",24.4977951984321,"",24.4977951984321,"Gallagher_field_workPHD"
"1237","Stephania japonica",20.165355918532,"",20.165355918532,"Gallagher_field_workPHD"
"1238","Stephania japonica",19.9401794616152,"",19.9401794616152,"Gallagher_field_workPHD"
"1240","Stephania japonica",13.0191381330556,"",13.0191381330556,"Gallagher_field_workPHD"
"1394","Stephania japonica",25.97,"m2/kg",NA,"Gallagher_field_workPHD"
"1408","Stephania japonica",26.1,"m2/kg",NA,"AUSTRAITS_dataset_10"
"1526","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_52"
"2143","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_24"
"2144","Stephania japonica",NA,"",NA,"NSW flora online "
"2145","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_17"
"2146","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_4"
"2147","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_53"
"2148","Stephania japonica",NA,"",NA,"AUSTRAITS_dataset_6"
"2149","Stephania japonica",NA,"",NA,"Gallagher_field_workPHD"
"2263","Stephania japonica",NA,"",NA,"Lawson_field_work"
"2301","Stephania japonica",NA,"",NA,"Rob Kooyman"
"973","Sterculia quadrifida",NA,"",NA,"AUSTRAITS_dataset_68"
"1146","Sterculia quadrifida",NA,"",NA,"AUSTRAITS_dataset_56"
"1147","Sterculia quadrifida",NA,"",NA,"AUSTRAITS_dataset_49"
"2150","Sterculia quadrifida",NA,"",NA,"NSW flora online "
"2151","Sterculia quadrifida",NA,"",NA,"AUSTRAITS_dataset_34"
"2152","Sterculia quadrifida",NA,"",NA,"AUSTRAITS_dataset_34"
"2153","Sterculia quadrifida",NA,"",NA,"AUSTRAITS_dataset_34"
"2154","Sterculia quadrifida",NA,"",NA,"AUSTRAITS_dataset_34"
"157","Streblus brunonianus",NA,"",NA,"AUSTRAITS_dataset_68"
"193","Streblus brunonianus",NA,"",NA,"AUSTRAITS_dataset_68"
"434","Streblus brunonianus",NA,"",NA,"AUSTRAITS_dataset_49"
"1527","Streblus brunonianus",NA,"",NA,"AUSTRAITS_dataset_52"
"2155","Streblus brunonianus",NA,"",NA,"AUSTRAITS_dataset_53"
"2156","Streblus brunonianus",NA,"",NA,"AUSTRAITS_dataset_34"
"2157","Streblus brunonianus",NA,"",NA,"AUSTRAITS_dataset_34"
"2158","Streblus brunonianus",NA,"",NA,"AUSTRAITS_dataset_34"
"15","Synoum glandulosum",9.0769,"cm2/g",NA,"AUSTRAITS_dataset_12"
"22","Synoum glandulosum",10.5944,"cm2/g",NA,"AUSTRAITS_dataset_12"
"131","Synoum glandulosum",13.7132,"cm2/g",NA,"AUSTRAITS_dataset_12"
"201","Synoum glandulosum",10.855,"m2/kg",NA,"AUSTRAITS_dataset_13"
"214","Synoum glandulosum",9.3196,"cm2/g",NA,"AUSTRAITS_dataset_20"
"257","Synoum glandulosum",10.107,"m2/kg",NA,"AUSTRAITS_dataset_52"
"272","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"273","Synoum glandulosum",10.431,"m2/kg",NA,"AUSTRAITS_dataset_8"
"274","Synoum glandulosum",10.431,"m2/kg",NA,"AUSTRAITS_dataset_52"
"285","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"286","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"296","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"329","Synoum glandulosum",10.855,"m2/kg",NA,"AUSTRAITS_dataset_52"
"342","Synoum glandulosum",10.855,"m2/kg",NA,"AUSTRAITS_dataset_52"
"347","Synoum glandulosum",7.968,"m2/kg",NA,"AUSTRAITS_dataset_28"
"379","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"403","Synoum glandulosum",NA,"",NA,"Gallagher_field_workPHD"
"425","Synoum glandulosum",12.059,"m2/kg",NA,"AUSTRAITS_dataset_8"
"426","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"465","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_49"
"474","Synoum glandulosum",14.137,"m2/kg",NA,"AUSTRAITS_dataset_8"
"476","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"478","Synoum glandulosum",NA,"",NA,"Gallagher_field_workPHD"
"493","Synoum glandulosum",10.107,"m2/kg",NA,"AUSTRAITS_dataset_8"
"494","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"523","Synoum glandulosum",13.1,"m2/kg",NA,"AUSTRAITS_dataset_10"
"644","Synoum glandulosum",14.137,"m2/kg",NA,"AUSTRAITS_dataset_52"
"654","Synoum glandulosum",14.157,"m2/kg",NA,"AUSTRAITS_dataset_52"
"656","Synoum glandulosum",NA,"",NA,"Gallagher_field_workPHD"
"659","Synoum glandulosum",10.619,"m2/kg",NA,"AUSTRAITS_dataset_28"
"686","Synoum glandulosum",14.157,"m2/kg",NA,"AUSTRAITS_dataset_8"
"687","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"706","Synoum glandulosum",14.663,"m2/kg",NA,"AUSTRAITS_dataset_52"
